Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27243720/33-verne-crescent-toronto-e11-malvern,949000,"33 VERNE CRESCENT, Toronto E11, Ontario M1B2Y4",NIRO SIVASUBRAMANIAM,905-201-9977,HOMELIFE/FUTURE REALTY INC.,"7 EASTVALE DRIVE UNIT 205
MARKHAM, Ontario L3S4N8",905-201-9977,,MLS? Number: E9236288,"Not To Be Missed! Very Well Maintained 3Bed Detached Home In Ideal Location Within Walking Distance To Public Transit, Close Proximity Of 401. Great Layout, Skylight On Second Floor, Kitchen With Granite Counter Top, Freshly Painted, Central Vac, Smart Thermostat, Carpet Free Home, Hardwood And Laminate Floors, Natural Oak Staircase. Finished Basement With Kitchen And Bedroom That Can Be Used To Earn Income Or Ideal For In-Laws, With Newly Renovated Standing Shower. No Side Walk, Steps To Bus Stop, Deep Backyard Perfect For Enjoying The Summers. (36480008)",Markham & Sheppard,Single Family,House,Malvern,Freehold,3764.45,,10 days,3,2,3,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",2,20 x 147 FT|under 1/2 acre,Attached Garage,"Dishwasher, Dryer, Hood Fan, Refrigerator, Stove, Washer","Hardwood, Ceramic, Laminate",,N/A (Finished),,,Concrete,Detached,Sanitary sewer,Municipal water,20 ft,147 ft
https://www.realtor.ca/real-estate/27243530/505-10-muirhead-road-toronto-c15-pleasant-view,590000,"505 - 10 MUIRHEAD ROAD, Toronto C15, Ontario M2J4P9",DARYL KING,905-907-5464,RE/MAX HALLMARK REALTY LTD.,"9555 YONGE STREET #201
RICHMOND HILL, Ontario L4C9M5",905-883-4922,,MLS? Number: C9236228,"Luxurious Condo Living in North York awaits at 10 Muirhead Road, Unit #505, where sophistication meets comfort in this refreshed residence. Tailored for discerning new owners,this home is a perfect blend of modern functional design and urban convenience.This condo features two generously sized bedrooms, a spacious den, and two pristine washrooms,making it an ideal sanctuary for families,couples,or professionals seeking aspacious first home.The unit has been thoughtfully maintained and recently painted. No repairsor renovations are needed, you can move right in!The modern kitchen is a culinary haven, offering ample storage and counter space to inspireyour culinary creativity.Den can be used as a third bedrm. The primary bedrm is a tranquil escape,complete with an en-suite washrm for ultimate privacy and comfort.The second bedrm is versatile,perfect for guests,a home office,or a growing teenager.An additional full washroom ensures convenience andease for all residents & visitors.The spacious den provides extra flexibility, making it an idealspace for a home office, media room, or guest area.Step outside onto your private balcony, where you can enjoy serene morning coffees or unwindin the evening while taking in the peaceful surroundings.North views of the Greater Toronto Area offer quiet idyllic charm.Situated in a prime location,this condo is just a five-minute stroll from Fairview Mall,a premier shopping destination offering a myriad of shops, dining options,& entertainment. Nearby parks & green spaces provide a natural escape for outdoor enthusiasts,while excellent schools,community centers,& various amenities are all within easy reach.Did you happen tosee the TTC station thats also a 5 minutes walk?This condo offers the pinnacle of urban living within the tranquil setting of a residential neighborhood.Whether you are a first-time homebuyer,downsizing,or seeking a lucrative investment property,Unit #505 at 10 Muirhead Road delivers unparalleled luxury & convenience **** EXTRAS **** S/S Stove, S/S Fridge, S/S Dishwasher, all ELF's, Window Coverings. (36479758)",Yorkland & Sheppard,Single Family,Apartment,Pleasant View,Condominium/Strata,1858.9,,10 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),"Brick Facing, Concrete",,,Underground,Oven - Built-In,"Ceramic, Laminate",,,"Exercise Centre, Party Room, Separate Heating Controls",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27243526/1107-68-merton-street-toronto-c10-mount-pleasant-west,1099999,"1107 - 68 MERTON STREET, Toronto C10, Ontario M4S1A1",SAM ALLAN MCDADI,905-502-1500,SAM MCDADI REAL ESTATE INC.,"110 - 5805 WHITTLE RD
MISSISSAUGA, Ontario L4Z2J1",905-502-1500,http://www.mcdadi.com/,MLS? Number: C9236214,"** Remarkable pied-a-terre available for end users or investors alike! ** Welcome to desirable Davisville Village with steps to trendy coffee shops, Davisville subway station, parks, restaurants, schools, grocery stores and more. Beautifully laid out interior offering 1,099 square feet of living space with expansive windows that drown the floor plan with an abundance of natural light. The remarkable kitchen is adorned with a centre island, quartz countertops, built-in stainless steel Whirlpool appliances, and ample upper and lower cabinetry space. Curated to seamlessly entertain, the kitchen provides unobstructed views of both your living and dining areas so you can remain connected with loved ones. Step into the owners suite where you're granted direct access to your large terrace with breathtaking views of the city as well as a spacious walk-in closet and a 3pc ensuite. Second bedroom located around the corner along with an office that can easily be converted into a nursery or child's room, and a shared 4pc bath. Rare offering of 2 parking spots + 1 locker! Don't delay on this amazing opportunity with top of the line amenities which include a gym, party room, concierge, visitor parking, guests suites, and more! (36479740)",Yonge St/Merton St,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,5429,,10 days,2,1,2,,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,Underground,"Dryer, Washer","Laminate, Hardwood",,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27243525/105-262-st-helens-avenue-toronto-c01-dufferin-grove,869000,"105 - 262 ST HELENS AVENUE, Toronto C01, Ontario M6H4A4",AMY GILMORE,416-465-7850,RE/MAX HALLMARK REALTY LTD.,"785 QUEEN ST EAST
TORONTO, Ontario M4M1H5",416-465-7850,,MLS? Number: C9236203,"Tucked off of St Helens Ave you will find a well run, boutique community where properties rarely come to market. This is your opportunity to visit this move in ready, 2 bedroom, 2 bathroom, upgraded home with walk out to a private rear terrace. Full of light, flat ceilings and painted with light and neutral colours this property has a seamless flow throughout. Large kitchen will accommodate all of your friends and family, stainless steel appliances, granite counters, updated backsplash and breakfast bar. Open concept living and dining space with a 2 pc bath in proximity. Upstairs a renovated 4 pc bathroom and 2 spacious bedrooms. 1 outdoor parking space and the ideal location for transit on TTC or foot as you are minutes to Bloor, High Park, UP Express, parks, schools and daily amenities. (36479728)",Lansdowne/ Bloor,Single Family,Row / Townhouse,Dufferin Grove,Condominium/Strata,3161.58,1,10 days,2,,2,In suite Laundry,Central air conditioning,Heat Pump (Natural gas),"Concrete, Brick",,,,"Water Heater, Blinds, Dishwasher, Dryer, Microwave, Oven, Stove, Washer","Hardwood, Ceramic, Carpeted",Walk out,N/A (Finished),Visitor Parking,,Concrete,,,,,
https://www.realtor.ca/real-estate/27243520/3011-101-charles-street-e-toronto-c08-church-yonge-corridor,659900,"3011 - 101 CHARLES STREET E, Toronto C08, Ontario M4Y0A9",ARMIN YOUSEFI,416-960-9995,SOTHEBY'S INTERNATIONAL REALTY CANADA,"1867 YONGE STREET STE 100
TORONTO, Ontario M4S1Y5",416-960-9995,http://www.sothebysrealty.ca/,MLS? Number: C9236170,"Beautifully designed suite at the highly sought-after X2 Condos, featuring contemporary finishes throughout. This residence boasts 9-foot ceilings and floor-to-ceiling windows. The open-concept kitchen offers modern finishes, including a granite counter, stainless steel appliances and a breakfast island. The spacious bedroom provides ample storage.Enjoy the large balcony spanning the entire length of the unit, perfect for relaxing and taking in the breathtaking views of the city. The building offers 5-star amenities, including a 24-hour concierge, lounge, party room, billiards room, steam rooms, gym, amazing rooftop pool and landscaped sundeck atop the 9th-floor podium, guest suites, and visitor parking. **** EXTRAS **** Unbelievable unobstructed views!!! Superb location with endless walking distance amenities including Rooster Coffee and Hasty Market underneath the building, shops on Bloor St, Chic Yorkville, restaurants & so much more. (36479690)",Bloor & Jarvis,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,2465,,10 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Blinds, Dishwasher, Dryer, Refrigerator, Stove, Washer","Carpeted, Tile",,,"Security/Concierge, Exercise Centre, Visitor Parking, Storage - Locker",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27243523/6512-7-grenville-street-toronto-c01-bay-street-corridor,1099000,"6512 - 7 GRENVILLE STREET, Toronto C01, Ontario M4Y1A1",JOHN ABDELMALIK,416-232-9000,RE/MAX PROFESSIONALS INC.,"1 EAST MALL CRES UNIT D-3-C
TORONTO, Ontario M9B6G8",416-232-9000,,MLS? Number: C9236195,"Unbeatable Value! Unique 2 bedroom Penthouse on top 65th Floor with gorgeous City, CN Tower and Lake Views! Located at Yonge and College! Welcome to YC Condo 2 Bedrooms, 2 Full Washrooms, 10ft ceilings, floor to ceiling windows, modern kitchen with integrated full-size Miele appliances. Infinity pool on floor 66 overlooking the City! Fitness facility. Located steps to TTC Subway. Natural gas burners in kitchen, kitchen island, penthouse unit with high grade finishes! **** EXTRAS **** High end appliances inlcude: Inegrated Miele Dridge/Freezer, B/I Gas Cooktop/Wall Oven, B/I Dishwasher, Front load Washer/Dryer, Gas fireplace. (36479718)",Yonge and Grenville,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,5224,,10 days,2,,2,,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Laminate,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27243517/93-woody-vine-way-toronto-c15-bayview-village,788000,"93 WOODY VINE WAY, Toronto C15, Ontario M2J4H5",ANDREW SANG YOON KIM,416-739-7200,SUTTON GROUP-ADMIRAL REALTY INC.,"1206 CENTRE STREET
THORNHILL, Ontario L4J3M9",416-739-7200,http://www.suttongroupadmiral.com/,MLS? Number: C9236161,"Modern Charm In The Coveted Bayview Village! This 3+1BR Family Home Has Been Tastefully Renovated With Many Modern Touches. Some Of The Updates Include: Kitchen, Fresh Paint Throughout, Flooring, Light Fixtures And Pot Lights, Baseboards and Crown Moulding, Stairs. One Of The Few Properties With Direct Walk Out To Leslie St From The Backyard And The Only One With Direct Entrance Into The Home From The Garage. Close To Everything Steps To TTC, Go Station, Supermarket, Plaza, Minutes To Library Community Center, Park, 401, 404, DVP, Seneca College, IKEA, Canadian Tire, Hospital, Bayview Village Mall, Fairview Mall. **** EXTRAS **** Fridge, Stove, Dishwasher, Rangehood, Washer, Dryer, 2nd Fridge In Basement, All Existing Electrical Light Fixtures and Window Coverings. (36479678)",Leslie and Finch,Single Family,Row / Townhouse,Bayview Village,Condominium/Strata,2625.11,,10 days,3,1,3,Carpet Free,,Forced air (Natural gas),Brick Facing,2,,Attached Garage,,Laminate,,N/A (Finished),,,,,,,,
https://www.realtor.ca/real-estate/27243519/723-55-merchants-wharf-street-toronto-c08-waterfront-communities-c8,2880000,"723 - 55 MERCHANTS' WHARF STREET, Toronto C08, Ontario M5A0P2",REX CHENG,905-479-8882,RC BEST CHOICE REALTY CORP,"95 ROYAL CREST CRT UNIT 21
MARKHAM, Ontario L3R9X5",905-479-8882,,MLS? Number: C9236168,"Waterfront Living At Its Finest! *Welcome Home To Luxurious Aqualina At Bayside. The Largest Lake /Park View Terrance In This Building. *The Perfect 3-Bedroom Suite With An Open Concept Design & Lake View* Absolute Move-In Condition With Smooth 10' Ceilings, Wood Flooring Throughout, Granite Kitchen Counters & Backsplash + Stainless Steel Appliances. Resort-Quality Amenities: Rooftop Infinity Pool, Fitness Centre, Party Room, Theatre & Guest Suites **** EXTRAS **** Exceptional Waterfront Location Enjoy Harbour Front, Sugar Beach, Ferry Terminal* Jog/Cycle Along The Boardwalk, St. Lawrence Market & Distillery District* Ttc & Loblaws At Your Door. This Unit Is Fully Furniture For Exquisite Experience. (36479687)",Queens Quay & Parliament,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,8859.7,,10 days,3,,3,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Wood,,,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27243465/3027-weston-road-toronto,1400000,"3027 WESTON Road, Toronto, Ontario M9M2T1",FRANK LEO,416-917-5466,RE/MAX WEST REALTY INC.,,416-760-0600,,MLS? Number: 40628557,"Welcome to this bright spacious bungalow situated on a massive lot located in a prime location of North York. This family home features a fantastic functional layout with 3 bedrooms and 3 bathrooms. Eat in Kitchen with plenty of counter space and cabinetry. Generously sized family room combined with dining for entertaining guests. Separate side entrance. Finished basement with wet bar and fireplace. Relax and enjoy the great outdoor back yard space with beautiful mature trees. Plenty of Parking. Fabulous location!! Great Neighborhood. Close to all amenities: Schools, Parks, Community Recreation Center, Stores, Nature Trails. etc. Easy Access to hwy 401. Public Transit. (67872022)",Weston Road & Sheppard,Single Family,House,,Freehold,4270.28,,10 days,3,,3,,Central air conditioning,"Radiant heat, (Natural gas)",Brick,1,Unknown,Attached Garage,"Dryer, Freezer, Refrigerator, Stove, Washer, Hood Fan",,,Full (Finished),,,,Detached,Municipal sewage system,Municipal water,50 ft,190 ft
https://www.realtor.ca/real-estate/27243341/96-20-william-jackson-way-toronto-w06-new-toronto,719900,"96 - 20 WILLIAM JACKSON WAY, Toronto W06, Ontario M8V0J7",QAISER BUTT,416-936-8537,RE/MAX REALTY SPECIALISTS INC.,"2691 CREDIT VALLEY ROAD
101
MISSISSAUGA, Ontario L5M7A1",905-828-3434,,MLS? Number: W9236101,"Discover modern elegance in this 2-bed, 2.5-bath Menkes townhome. Nestled in a thriving community, it seamlessly blends contemporary design for a lifestyle of comfort and sophistication. The main level's 9-ft ceilings and open layout create a welcoming ambiance, accentuated by abundant natural light. The kitchen, boasting stainless steel appliances, balances style with convenience. Close to Humber College, parklands, and Lake Ontario's beaches, enjoy local amenities. Ideal for students, professionals, or small families, this residence accommodates various lifestyles. The master bedroom accommodates a king-size bed, and the second bedroom comfortably fts a queen-size bed. Includes one parking spot and a storage locker. (36479442)",Lakeshore/Kipling,Single Family,Row / Townhouse,New Toronto,Condominium/Strata,3000,,10 days,2,,3,,"Central air conditioning, Air exchanger",Forced air (Natural gas),Brick,,,Underground,"Water Heater, Dishwasher, Dryer, Refrigerator, Stove, Window Coverings",,,N/A (Finished),"Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27242853/116-370-hopewell-avenue-toronto-w04-briar-hill-belgravia,699000,"116 - 370 HOPEWELL AVENUE, Toronto W04, Ontario M6E2S2",FAITH CHUNG,416-490-1068,HOMELIFE GOLD PACIFIC REALTY INC.,"3601 VICTORIA PARK AVE #401
TORONTO, Ontario M1W3Y3",416-490-1068,,MLS? Number: W9235938,"Discover your ideal urban retreat in this modern, 2-bedroom, 2-bathroom townhome nestled in the heart of Briar Hill-Belgravia. Enjoy the perfect blend of privacy and convenience with an open-concept living area, bright bedrooms, 86 sq ft patio (main), 53 sq ft balcony (2nd floor), and 9ft ceilings throughout. Recent upgrades including a sleek kitchen with granite countertops, new laminate flooring, enhanced soundproofing, and an updated HVAC system create a comfortable and stylish living space. This 994 sq ft home offers easy access to public transit, including the Eglinton West subway station, the upcoming LRT, and bike share, while the nearby Walter Saunders Memorial Park, basketball court, and 9KM beltline trail provide ample outdoor enjoyment. Experience the best of city living with nearby grocery stores, restaurants, daycares, places of worship, and Yorkdale Shopping Mall just a short distance away. Perfect for first-time buyers or young families, this home is within the catchment area for top-rated West Preparatory Junior Public School. Includes one parking spot, a locker, and a bicycle locker. Low condo fees cover exterior maintenance, landscaping, and snow removal. Don't miss this opportunity to own a move-in ready townhome and schedule your viewing today! **** EXTRAS **** Outdoor gas BBQ (2019). L/R: Grey storage bench, Grey couch. Dining Table w/4 Dining Chairs. Kitchen: cabinet (white), island (wood). 2nd bedroom: 1 white desk & office chair. (36478791)",Eglinton & Marlee,Single Family,Row / Townhouse,Briar Hill-Belgravia,Condominium/Strata,2838.33,,10 days,2,,2,"Conservation/green belt, Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,Underground,"Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer, Window Coverings",Laminate,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27241778/1205-39-annie-craig-drive-toronto-w06-mimico,590000,"1205 - 39 ANNIE CRAIG DRIVE, Toronto W06, Ontario M8V0H1",ALVIN TUNG,647-882-7653,RIGHT AT HOME REALTY,"480 EGLINTON AVE WEST #30
106498
MISSISSAUGA, Ontario L5R0G2",905-565-9200,http://www.rightathomerealty.com/,MLS? Number: W9235570,"ATTRACTIVE NEW PRICE ready for immediate action! MOTIVATED SELLER! Enjoy this magnificent unit by the Conservatory Group, The Beach (546 Sq Ft) at Cove at Waterways, a RARE and highly coveted CORNER unit boasting a breath taking 270 degree south west facing 200 sq ft wrap around balcony offering STUNNING unobstructed lake views, soaring 9 ft ceilings, floor to ceiling windows, quartz counters with breakfast bar and stainless steel appliances, BRAND NEW premium wide plank laminate floors and baseboards and FRESHLY PAINTED throughout, master bedroom with 2nd PRIVATE walk out to balcony, 1 parking and 1 locker. Minutes to all amenities, public transit, GO Train, Lake Ontario... **** EXTRAS **** Pool, Outdoor Patio, Visitor Lounge, Bike Storage, Concierge, Guest Suites, Gym, Meeting Room, Party Room, Rec Room, Security System, Visitor Parking, Beanfield Fibre Available (36477348)",Park Lawn Rd/Lake Shore Blvd W,Single Family,Apartment,Mimico,Condominium/Strata,2159,,10 days,1,,1,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings","Laminate, Ceramic",,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27241705/712-77-lombard-street-toronto-c08-church-yonge-corridor,749900,"712 - 77 LOMBARD STREET, Toronto C08, Ontario M5C3E1",IANNA ZIKOVA,705-722-8191,COLDWELL BANKER THE REAL ESTATE CENTRE,"284 DUNLOP STREET WEST
100051
BARRIE, Ontario L4N1B9",705-722-8191,,MLS? Number: C9235552,"Experience urban sophistication in this stunning 2-storey 1000+ SF including balconies Manhattan-inspired loft in Toronto's city heart. This exceptional space offers grand 17-ft Flr-to-Clg windows, bathing the interior in natural light. The seamless main floor has glass-railing balconies with park view, perfect for serene moments with coffee or wine. A spiral staircase leads to a mezzanine master and spacious den with a southern view for your work-at-home office. Located steps from St. Lawrence Market, TTC, Go train, the lake, parks, and trails, this prime spot offers city living at its best. Condo fees cover All utilities, making this a truly convenient and luxurious urban oasis. (36477257)",Church St. & Adelaide St. E,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,3471.29,,10 days,1,1,2,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Tile,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27241702/1401-530-stclair-avenue-toronto-c03-humewood-cedarvale,725000,"1401 - 530 ST.CLAIR AVENUE, Toronto C03, Ontario M6C0A2",TAYLOR HIMEL,416-975-5588,FOREST HILL REAL ESTATE INC.,"28A HAZELTON AVENUE
TORONTO, Ontario M5R2E2",416-975-5588,,MLS? Number: C9235548,"Discover urban living at its finest in this spacious 1 bedroom + den condo located in the heart of Bathurst and St. Clair. This beautifully designed unit offers an array of features that promise both comfort and convenience.The kitchen is equipped with full size stainless steel appliances. The bedroom boasts two generous closets one walk-in and one large closet, providing ample storage space. The den includes a built-in seating area, ideal for a eating, a home office or reading nook. Enjoy the luxury of amazing amenities, including a 24-hour concierge service for your peace of mind. **** EXTRAS **** Amenities include 24 hr concierge, sauna, indoor pool, gym, outdoor lounge with bbqs, cyber lounge and theatre. (36477250)",Bathurst & St Clair,Single Family,Apartment,Humewood-Cedarvale,Condominium/Strata,3190.19,,10 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Sauna, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27241693/3212-275-yorkland-road-toronto-c15-henry-farm,529000,"3212 - 275 YORKLAND ROAD, Toronto C15, Ontario M2J0B4",STEVEN KIM,888-311-1172,REAL BROKER ONTARIO LTD.,"130 KING ST W UNIT 1900B
TORONTO, Ontario M5X1E3",888-311-1172,https://www.joinreal.com/,MLS? Number: C9235509,"Old McHenry Had A Farm and On Henrys Farm Sat A Stunning And Spacious 1-Bedroom Unit Features An Open-Concept L-Shaped Kitchen, 2 Walkouts To Your Balcony, SW Views And Large Windows That Flood The Space With Natural Light. The Unit Has Been Freshly Painted, New Blinds And Offers A Great-Sized Bedroom Where You Can Soak In Breathtaking Sunsets. Conveniently Located To Nearby Medical Clinics / Pharmacy, Fairview Mall, T&T Supermarket, Toronto Library, High Ranking Schools, Nearby Parks & So Much More! Less Than A Minute Drive From Hwy 404 & 401, TTC Bus Stop Right At Your Doorstep & A 2 Minute Walk From Don Mills Station. (36477202)",Sheppard/ 404,Single Family,Apartment,Henry Farm,Condominium/Strata,1818.93,,10 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Laminate,Apartment in basement,N/A,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27241284/82-615-rathburn-road-toronto-w08-eringate-centennial-west-deane,859000,"82 - 615 RATHBURN ROAD, Toronto W08, Ontario M9C3T5",DAVID ELFASSY,416-899-1199,SUTTON GROUP-ADMIRAL REALTY INC.,"1206 CENTRE STREET
THORNHILL, Ontario L4J3M9",416-739-7200,http://www.suttongroupadmiral.com/,MLS? Number: W9235377,"Welcome to 615 Rathburn Road Unit 82, a stunning 3 bed + 2 bath condo townhouse nestled right by Centennial Park! This beautifully maintained, freshly painted home boasts an inviting open-concept layout, perfect for comfortable living and entertaining. Featuring spacious bedrooms, updated bathrooms, and a sleek, well-appointed kitchen with stainless steel appliances, including a brand-new stove, fridge, and dishwasher installed just one month ago, this residence is a true gem. Enjoy the convenience of ensuite laundry located on the lower level for hassle-free laundry days, ample storage, and a private outdoor space ideal for relaxation with the manicured lawn and private patio. Recent updates include a new sink in the lower level, a new hot water tank, an upgraded toilet in the upstairs bathroom, and a new entry door lock for added security and a NEST thermostat for energy-efficient comfort. . The front yard grass was replaced last fall, enhancing the curb appeal. Located in a vibrant neighbourhood with easy access to Highway 427, Highway 401, Kipling GO Station, Toronto Pearson International Airport, golf clubs, shopping, dining, schools and so much more! **** EXTRAS **** *Listing Contains Virtually Staged Photos* Stove, Fridge, Dishwasher (2024), Washer & Dryer (2023), Front Yard Grass (2023), New Sink - Lower Level, New Toilet - 2nd Level, New Hot Water Tank, New Entry Door Lock and NEST Thermostat. (36476661)",Rathburn Rd & Mill Rd,Single Family,Row / Townhouse,Eringate-Centennial-West Deane,Condominium/Strata,2878.3,,10 days,3,,2,,Central air conditioning,Forced air (Natural gas),Brick,2,,Garage,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings","Tile, Hardwood",Walk out,N/A (Finished),,,,,,,,
https://www.realtor.ca/real-estate/27241264/460-adelaide-street-e-unit-622-toronto,649900,"460 Adelaide Street E, Unit #622, Toronto, Ontario M5A1N4",Ron Lewyckyj,905-304-3303,RE/MAX Escarpment Realty Inc.,"109 Portia Drive Unit 4B
Ancaster, Ontario L9G0E8",905-304-3303,,MLS? Number: H4201716,"Opportunity Knocks At The ?xiom? Not Often Does A Corner Suite With A Rare 250 Sq Ft Wrap-Around South And West Facing Balcony, Underground Parking And A Storage Locker Become Available! Your Spacious & Bright 1 Bedroom Plus Den Condo Offers 662 Sq Ft Of Well-Designed Versatile Living Space With 9?eilings, Floor To Ceiling Windows And Engineered Hardwood Floors Throughout. The Sleek Kitchen Features White Cabinets, Built-In Appliances With Integrated Fridge, Quartz Countertop And Mosaic Backsplash. The Bedroom With Two Closets Enjoys Ensuite Privileges To The 4 Piece Bathroom With A Large Soaking Tub And Rainfall Showerhead. The Stackable Laundry Is Neatly Tucked Away From The Bedroom And Living Areas While The Den Provides It? Own Workspace. The Axiom Condos Are Conveniently Located Within A Short Walk To Downtown & The Financial District, St. Lawrence Market, Distillery District, George Brown, Toronto Metropolitan University And A Full Array Of Dining, Shopping And Entertainment Options. Getting Around Is Easy Being Steps To The TTC And Minutes To The DVP Or Gardiner. Amenities Include: 24/7 Security/Concierge, Gym With Sauna & Yoga Studio, Games, Party & Theatre Rooms, Rooftop Terrace With BBQ, Guest Suites, Visitor Parking, Rear Lobby Drop Off Area And Even A Pet Grooming Station! Your New Home Has It All! (31442980)",URBAN,Single Family,Apartment,,Condominium,3018,,10 days,1,,1,"Park setting, Southern exposure, Park/reserve, Balcony, Carpet Free, Guest Suite",Central air conditioning,Forced air (Natural gas),Concrete,1,x,Underground,"Dishwasher, Dryer, Refrigerator, Washer, Oven, Cooktop",,,None,"Exercise Centre, Guest Suite, Party Room",,Poured Concrete,,Municipal sewage system,Municipal water,,
https://www.realtor.ca/real-estate/27241259/167-arleta-avenue-toronto-w05-glenfield-jane-heights,1148888,"167 ARLETA AVENUE, Toronto W05, Ontario M3L2M3",JOE COMMISSO,416-658-7232 ext 87232,DREAMWORLD REALTY INC.,"3800 STEELES AVE W STE 204W
WOODBRIDGE, Ontario L4L4G9",416-658-7232,,MLS? Number: W9235264,"Large Semi Detached 5 Level Backsplit finished from Top to bottom! Lovely stained wood floors thru-out! Gleaming Ceramics! Home shows pride of ownership! Great Location! Close to all area amenities! Steps to Public Transit! Large Family home with multiple entrances! 2 Kitchens! 3 Baths! Lovely walk out to covered backyard patio off of huge Family Room! Double Car Garage! Huge Driveway! Immediate Quick closing available! **** EXTRAS **** Newer Vinyl Casement Windows (Except Basement), Newer reshingled Roof (Approx 1 Year) (36476523)",Jane/Sheppard,Single Family,House,Glenfield-Jane Heights,Freehold,3565,,10 days,4,,3,,Central air conditioning,Forced air (Natural gas),Brick,,30 x 109.91 FT,Attached Garage,"Central Vacuum, Dryer, Freezer, Refrigerator, Stove, Window Coverings","Ceramic, Hardwood, Parquet",Separate entrance,N/A (Finished),,,Concrete,Semi-detached,Sanitary sewer,Municipal water,30 ft,109 ft
https://www.realtor.ca/real-estate/27241212/97-n-woodrow-boulevard-toronto-e04-clairlea-birchmount,868000,"97 N WOODROW BOULEVARD, Toronto E04, Ontario M1K1W7",AHMAD SIYAR POPALZAY,416-949-5880,RE/MAX METROPOLIS REALTY,"8321 KENNEDY RD #21-22
MARKHAM, Ontario L3R5N4",905-824-0788,http://www.remaxmetropolis.ca/,MLS? Number: E9235365,"A Prime Opportunity Awaits! Whether you're a first-time homebuyer interested in generating rental income, a savvy renovator, or dreaming of redeveloping in the heart of the city, this detached home is your perfect match. Located in the highly sought-after area of Scarborough, it offers convenience with proximity to public transit, schools, parks, retail, and essential amenities. Situated on a generous 40ft x 108ft lot, this property provides ample space for building your ideal home. Currently generating rental income, it also includes site plan approvals and renderings for potential redevelopment. (36476577)",ST. CLAIR AVE E/ BIRCHMOUNT RD,Single Family,House,Clairlea-Birchmount,Freehold,2977,4,10 days,3,2,2,Carpet Free,Central air conditioning,Forced air (Natural gas),Vinyl siding,1,40.05 x 108.13 FT,,,,Separate entrance,N/A,,,Concrete,Detached,Sanitary sewer,Municipal water,40 ft,108 ft
